index,Country,Confirmed,Confirmed_pc,Deaths,Deaths_pc,Death_rate,Recovered,Recovered_pc,Recovered_rate,Active,Active_pc,Tested,Tested_pc,Tested_rate,Population
157,Sri Lanka,3380,158.50882401740708,13,0.6096493231438733,0.38461538461538464,3230,151.4744087503624,95.56213017751479,137.0,6.424765943900819,0,0,0,21323734
158,Sudan,13640,318.59305569443393,836,19.526671155465305,6.129032258064516,6764,157.98852116694655,49.58944281524927,6040.0,141.07786337202208,0,0,0,42813237
159,Suriname,4877,8388.906758772058,104,178.88995343700924,2.132458478572893,4695,8075.849340257292,96.26819766249743,78.0,134.16746507775693,0,0,0,581363
160,Switzerland,53282,6201.811331173257,2074,241.40529073333087,3.892496527908112,42700,4970.108926862695,80.13963439810819,8508.0,990.2971135772319,1367695.0,159194.21847132256,3.8957516112876047,8591361
161,Syria,4200,246.0437915770071,200,11.71637102747653,4.761904761904762,1103,64.61578621653307,26.261904761904763,2897.0,169.71163433299753,0,0,0,17070132
162,Taiwan*,514,21.62036564412853,7,0.2944407772546687,1.3618677042801557,483,20.31641363057214,93.96887159533074,24.0,1.0095112363017211,0,0,0,23773881
163,Tajikistan,9769,1048.0609263596925,76,8.153611465179305,0.7779711331763742,8572,919.6415457831184,87.74695465247211,1121.0,120.26576911139475,0,0,0,9321023
164,Tanzania,509,8.775035853951751,21,0.36203487806087775,4.12573673870334,183,3.154875365959078,35.952848722986246,305.0,5.258125609931796,0,0,0,58005461
165,Thailand,3569,51.25989541114207,59,0.8473896971861535,1.653124124404595,3379,48.53101333545784,94.67637993835808,131.0,1.8814923784980697,451067.0,6478.466585435029,0.7912350049992573,69625581
166,Timor-Leste,28,21.653056174214303,0,0.0,0.0,28,21.653056174214303,100.0,0.0,0.0,0,0,0,1293120
167,Togo,1784,220.72763657244127,48,5.938860176836985,2.690582959641256,1348,166.782989966172,75.56053811659193,388.0,48.0057864294323,0,0,0,8082359
168,Trinidad and Tobago,4531,3248.1008538541,76,54.48149743829433,1.6773339218715515,2560,1835.1662295004407,56.49966894725226,1895.0,1358.4531269153651,0,0,0,1394969
169,Tunisia,18413,1574.4710797290504,265,22.65979667236183,1.4392005648183348,5032,430.2796107748103,27.328517894965515,13116.0,1121.5316722818784,225033.0,19242.271790836225,8.182355476752297,11694721
170,Turkey,318663,3819.543342688885,8195,98.22652047252242,2.571682310152104,279749,3353.114200813627,87.78835321326919,30719.0,368.20262140273536,10268163.0,123075.76853382516,3.103408077959027,83429607
171,Uganda,8129,183.62493420144173,75,1.6941653419987857,0.9226227088202732,4260,96.22859142553102,52.404969860991514,3794.0,85.70217743391191,480037.0,10843.493977027614,1.6934111328918395,44269587
172,United Arab Emirates,94190,9640.217937089568,419,42.88407809364613,0.44484552500265423,83724,8569.037122464031,88.88841702940864,10047.0,1028.2967365318918,0,0,0,9770526
173,Anguilla,3,201.72135556750942,0,0.0,0.0,3,201.72135556750942,100.0,0.0,0.0,0,0,0,14872
174,Bermuda,181,2895.6293594419917,9,143.98157035899405,4.972375690607735,167,2671.658027772445,92.26519337016575,5.0,79.98976131055225,0,0,0,62508
175,British Virgin Islands,71,2364.0661938534276,1,33.29670695568208,1.4084507042253522,66,2197.5826590750175,92.95774647887323,4.0,133.18682782272833,0,0,0,30033
176,Cayman Islands,211,3248.752848432592,1,15.396932930960151,0.47393364928909953,208,3202.5620496397114,98.5781990521327,2.0,30.793865861920303,0,0,0,64948
177,Channel Islands,665,3860.3538754469882,48,278.64208424279013,7.218045112781955,600,3483.026053034877,90.22556390977444,17.0,98.68573816932151,0,0,0,172264
178,Falkland Islands (Malvinas),13,3855.2787663107947,0,0.0,0.0,13,3855.2787663107947,100.0,0.0,0.0,0,0,0,3372
179,Gibraltar,396,11748.650091971756,0,0.0,0.0,344,10205.898059692636,86.86868686868688,52.0,1542.7520322791195,0,0,0,33706
180,Isle of Man,340,4019.435151142584,24,283.7248341983,7.0588235294117645,315,3723.888448852688,92.64705882352942,1.0,11.821868091595835,0,0,0,84589
181,Montserrat,13,2604.6884391905432,1,200.36064916850333,7.6923076923076925,12,2404.3277900220396,92.3076923076923,0.0,0.0,0,0,0,4991
182,Turks and Caicos Islands,689,18039.482641252554,6,157.09273707912237,0.8708272859216255,645,16887.469236005654,93.61393323657474,38.0,994.920668167775,0,0,0,38194
183,Uruguay,2046,591.0337920537443,48,13.865895414750598,2.346041055718475,1791,517.3712226628817,87.5366568914956,207.0,59.796673976111954,236255.0,68247.6483585813,0.8660134177054455,3461731
184,Uzbekistan,56717,1719.6498120246324,470,14.250320215307179,0.8286757056967046,53366,1618.0480608725168,94.09171853236244,2881.0,87.35143093680847,0,0,0,32981715
185,Venezuela,75122,2634.3964960653957,628,22.02285614772062,0.8359734831341019,65225,2287.3261022851552,86.82543063283725,9269.0,325.04753763251983,0,0,0,28515829
186,Vietnam,1094,11.341240852833115,35,0.3628367731710777,3.19926873857404,1010,10.470432597222528,92.3217550274223,49.0,0.5079714824395087,261004.0,2705.7671184212563,0.4191506643576344,96462108
187,West Bank and Gaza,39899,8009.560322333663,311,62.43197223604023,0.7794681570966691,31743,6372.276831796222,79.55838492192787,7845.0,1574.8515183014006,0,0,0,4981422
188,Western Sahara,10,17.16861988332206,1,1.7168619883322058,10.0,8,13.734895906657647,80.0,1.0,1.7168619883322058,0,0,0,582458
189,Yemen,2034,69.74848914279382,587,20.12898875458209,28.85939036381514,1286,44.098602280055474,63.2251720747296,161.0,5.520898108156246,0,0,0,29161922
190,Zambia,14759,826.323940708024,332,18.58794961142787,2.2494748966732163,13959,781.533700680487,94.57957856223321,468.0,26.202290416109168,0,0,0,17861034
191,Zimbabwe,7838,535.1824417005855,228,15.567950587871078,2.9089053329931103,6303,430.37189717259383,80.41592242919113,1307.0,89.2425939401206,118557.0,8095.129464237856,6.611165937059811,14645473
192,USA,7233042,21980.592966098542,206932,628.848562425146,2.860926287998881,2840688,8632.606678031254,39.27376614154874,7026399.0,21352.622649834168,113263096.0,344196.8139070869,6.386053582713296,329064917
193,Australia,27096,1075.1015744032504,888,35.23362112747588,3.277236492471213,24782,983.2878364652108,91.45999409506939,1426.0,56.58011681056374,7637403.0,303033.0672295582,0.3547802832978697,25203200
194,Canada,161107,4306.402832233632,9346,249.8193180312185,5.801113545655992,137181,3666.8589628547597,85.14900035380212,14581.0,389.75128142662066,7355960.0,196625.39168252965,2.19015600954872,37411038
195,China,90545,63.15108792575108,4739,3.3052405508877833,5.233861615771163,85460,59.60452784951888,94.38400795184715,346.0,0.24131952534441298,0,0,0,1433783692
196,Italy,314861,5200.008614355202,35894,592.7984386877563,11.399951089528395,227704,3760.588836099539,72.31889627486414,51263.0,846.6213395679068,6848755.0,113108.91154385034,4.597346525025351,60550092
197,Germany,292913,3507.2241420032988,9495,113.68936588106817,3.2415768504641314,256861,3075.5517861587205,87.69190851891176,26557.0,317.98298996350997,16999253.0,203542.3163793413,1.72309336180831,83517046
198,Spain,769188,16457.872516768486,31791,680.2137126171845,4.133059798124776,150376,3217.508642336565,19.549966978163987,587021.0,12560.150161814736,9597882.0,205360.35193865083,8.01414312032592,46736782
199,Brazil,4810935,22795.290047545666,143952,682.0768921060654,2.9921834321187046,4274774,20254.838865565005,88.85536803137019,392485.0,1859.6820398344523,6421441.0,30426.229021635438,74.91986611727803,211049519
200,Chile,462991,24429.619299457816,12741,672.276090667836,2.751889345581232,436589,23036.52351845066,94.29751334259197,13662.0,720.872455121574,3314292.0,174877.89569827198,13.969529540547423,18952035
201,Mexico,743216,5825.694048268458,77646,608.6276937954143,10.447299304643604,628007,4922.629009831501,84.49858452993477,37563.0,294.4373446415417,1609062.0,12612.622597865144,46.18939481511589,127575529
202,Peru,811768,24969.439068568146,32396,996.4792256720315,3.990795399670842,676925,20821.758854119023,83.3889732041667,779372.0,23972.959842896114,0,0,0,32510462
203,Colombia,829679,16481.688126743873,25998,516.4538670004752,3.133501028711104,743653,14772.76973446051,89.63141166643967,60028.0,1192.464525282888,3277609.0,65110.156264541896,25.31354411096626,50339443
204,Japan,83591,658.9216694184207,1575,12.415231655728638,1.884174133578974,75522,595.3162699072624,90.34704693088969,6496.0,51.20593322896078,2427216.0,19132.98344031177,3.4439044567932973,126860299
205,Russia,1170799,8026.193602539646,20630,141.42510714511448,1.7620445524808273,954788,6545.37058656663,81.55012090034242,195381.0,1339.3979088279018,46421834.0,318236.2020030402,2.522086912809175,145872260
206,Ukraine,214446,4874.47697841254,4221,95.94568015201651,1.9683276908872165,95829,2178.246525299121,44.686774292828964,114396.0,2600.2847729614027,2278248.0,51785.84551408939,9.412759278182182,43993643
207,Sweden,92863,9252.628758684272,5893,587.1632542016348,6.3459074119940135,0,0.0,0.0,86970.0,8665.465504482638,4221045.454545454,420574.0344856487,2.2,10036391
208,Pakistan,312806,1444.3956416160581,6484,29.940158885182896,2.072850265020492,297497,1373.7056520458445,95.10591229068496,8825.0,40.749830685030695,3548476.0,16385.24602718357,8.815220956827662,216565317
209,India,6312584,4619.805306452707,98678,72.21656741995673,1.563195040256098,5273201,3859.1426208018333,83.5347458346693,940705.0,688.4461182309168,75619781.0,55341.62643009448,8.347794606810616,1366417756
210,United Kingdom,453264,6712.023091430212,42143,624.0618913969419,9.297671996893643,0,0.0,0.0,411121.0,6087.961200033271,20727837.0,306941.9159240565,2.186740468868025,67530161
211,Netherlands,120845,7068.148249269775,6406,374.6829217991822,5.301005420166329,0,0.0,0.0,114439.0,6693.4653274705925,2450193.0,143310.2516721673,4.9320604540132145,17097123
212,World,33968093,4403.737994016921,1014161,131.47924812117637,2.9856283071292817,23637164,3064.401559946535,69.58637330626715,12833924.0,1663.8331369125026,0,0,0,7713468205
